words,value
нововведение,0.666666666666667
новодворская,-0.333333333333333
новозеландский,0
новокузнецкий,0
новомодный,0.666666666666667
новороссийск,0
новость,0
новшество,0.333333333333333
ногинск,0
ножевой,0
номенклатура,0
номерной,0
номинальный,0
норвегия,0
норвежский,0
нормально,0.333333333333333
нормальный,0.333333333333333
норматив,0.166666666666667
нормативный,0.666666666666667
норовить,0
носитель,0
нотариус,0
ношение,-0.333333333333333
ноябрь,0
нрав,0
нравиться,1
нравоучительный,0.333333333333333
нравственность,0.777777777777778
нравственный,0.333333333333333
нсдап,0
нтв,0
нудный,-1
нужный,0.6
нулевой,0
нытье,-1
нью-джерси,0
нью-йорк,0
нью-йоркский,0
нью-мексико,0
нэп,-0.333333333333333
нюрнберг,0
нюрнбергский,0
обама,0
обанкротиться,-1.4
обаятельный,1
обвал,-1.33333333333333
обвальный,-1.42857142857143
обвинение,-0.75
обвинительный,-1
обвинять,-1
обворовывать,-1.33333333333333
обгон,0
обгорелый,-1.66666666666667
обед,0.333333333333333
обезболивать,0
обезвреживать,0.833333333333333
обезопасить,0.75
обертываться,0
обеспечение,1
обеспечивать,0
обеспокоенность,-0.666666666666667
обеспокоить,-0.666666666666667
обетованный,0.333333333333333
обещание,0.222222222222222
обещать,0
обжалование,-0.333333333333333
обжаловать,-0.333333333333333
обида,-0.666666666666667
обидчик,-0.888888888888889
обижать,-1.33333333333333
обильный,0.75
обкладывать,-1
облагаться,0.166666666666667
обладатель,0.333333333333333
областной,0
область,0
облегчать,0.666666666666667
облегчение,0.6
облезлый,-1.66666666666667
облигация,0
облучение,-0.333333333333333
обманывать,-1.4
обменивать,0
обмениваться,0.142857142857143
обналичивать,0
обнародоваться,0
обнаружение,0.333333333333333
обнаруживать,0
обнаруживаться,0
обновление,0
обновлять,0.5
обогатительный,0.25
обогащение,0.333333333333333
обожать,1.33333333333333
обозначать,0
оболочка,0
оборона,1
оборонительный,0
обороняться,0.333333333333333
оборудование,0
оборудовать,0.333333333333333
обоснованный,0.333333333333333
обосновываться,0.333333333333333
обострение,-1
обостряться,-0.833333333333333
обочина,0
обоюдный,-0.25
обрабатывать,0
обрадовать,1.33333333333333
обрадоваться,0.333333333333333
образ,0
образец,0.4
образование,0
образовательный,0.666666666666667
образовываться,-0.25
обращать,0
обращение,0
обрезание,-0.333333333333333
обременительный,-0.888888888888889
обретать,0.444444444444444
обретение,0.777777777777778
обрушение,-1
обрушивать,-1
обрушиваться,-1.2
обрывать,-0.666666666666667
обследование,0
обслуживание,0
обслуживать,-0.333333333333333
обстоятельный,1.33333333333333
обстоятельство,0
обстоять,0
обстрел,-0.666666666666667
обстреливать,-0.833333333333333
обсуждать,0
обсуждаться,0
обсуждение,-0.25
обсценный,-0.666666666666667
обучать,0.333333333333333
обучаться,0.2
обучение,1
обходительный,1.16666666666667
обширный,0
общегражданский,0
общеевропейский,-0.333333333333333
общеизвестный,0.333333333333333
общемировой,0.666666666666667
общенародный,0.333333333333333
общение,0
общеполитический,0
общепризнанный,0.333333333333333
общепринятый,0
общероссийский,0
общественно-политический,0
общественность,0.111111111111111
общественный,0
общество,0
общечеловеческий,625
общий,0
общительный,0.666666666666667
общность,0
объедать,-1.33333333333333
объединение,0
объединительный,0.444444444444444
объединять,0.333333333333333
объединяться,0.2
объективность,0.888888888888889
объективный,0.333333333333333
объявление,0
объявлять,0
объяснительный,0.111111111111111
объяснять,0
объясняться,0.4
объятие,0.333333333333333
обыватель,-0.333333333333333
обывательский,-1
обыденный,0
обыск,-1
обычный,0
обязанность,0
обязательно,0
обязательный,0
обязательство,0.444444444444444
обязывать,-0.666666666666667
обязываться,0
овощебаза,-0.333333333333333
овощной,0
огайо,0
огласка,0
оглашать,0
оглашение,-0.222222222222222
оглушительный,0
огневой,-1
огненный,-0.333333333333333
огнестрельный,-0.25
огнетушитель,0.333333333333333
огнь,-0.333333333333333
ого,0
оговорка,-125
оголтелый,-1.33333333333333
огонек,0.666666666666667
огорчать,-1
огорчаться,-1
ограбить,-1
ограбление,-1.33333333333333
ограждать,0
ограждение,0
ограничение,0
ограниченность,-1
ограничивать,-0.4
огрех,-0.333333333333333
огромный,0.666666666666667
одалживать,-0.333333333333333
одежда,0
одерживать,0
одинокий,-0.666666666666667
одиночный,0
одиозный,-0.666666666666667
однако,0
однобокий,-0.444444444444444
однозначный,-0.333333333333333
одноклассница,0
однообразный,-0.666666666666667
одноразовый,0
односельчанин,0.111111111111111
односторонний,-0.333333333333333
однотипный,-0.333333333333333
одобрение,0.666666666666667
одобрительный,1
одобрять,1
ожесточать,-1.33333333333333
ожесточенный,-1.33333333333333
оживать,1
ожидаться,0
озабоченность,-1
озабочиваться,0
озаглавливать,-0.25
озверелый,-2
оздоровительный,0.666666666666667
оздоровление,0.75
озеленение,0.25
ознакомляться,0
озорной,0.25
оказание,0
оказывать,0.333333333333333
оккупант,-0.666666666666667
оккупационный,-1
оккупировать,-1
оклад,0
оклахома,0
окленд,0
окончание,0
окончательный,0
окраинный,0
округ,0
окружать,0
окружение,0
октябрь,0
октябрьский,0
окупаться,0.333333333333333
окурок,-0.666666666666667
олигарх,0.666666666666667
олигархический,-1.33333333333333
олигархия,-1
ольга,0
омерзительный,-2
омоновец,0.333333333333333
омский,0
онегин,0.222222222222222
онищенко,0
онкологический,-1.44444444444444
онкология,-1.33333333333333
онлайновый,0
онтарио,0.333333333333333
оон,0
опасаться,-1
опасение,-1
опасный,-1
опека,0.166666666666667
опекать,0
опекунство,0.222222222222222
оперативный,0.333333333333333
операция,-0.111111111111111
опережать,0.666666666666667
оперировать,0
опираться,0.333333333333333
описание,0
опись,0.333333333333333
оплакивать,-0.555555555555556
оплата,0
оплачиваться,0
оплот,-0.444444444444444
опоздание,-0.666666666666667
опознавать,0
оползень,-1
ополчение,-0.222222222222222
опорный,0
оппозиционер,-0.25
оппозиционный,0
оппозиция,0.111111111111111
оппонент,0
оправдание,-1
оправдательный,0.666666666666667
оправдывать,-0.333333333333333
определять,0
определяться,0.2
опровергать,-0.333333333333333
опровержение,0
опрометчивый,-0.4
опрос,0
опрятный,0
оптимальный,0.666666666666667
оптимизировать,1
оптимизм,0.666666666666667
оптимистический,1
оптимистичный,1
опубликовывать,0
опускаться,0
опухоль,-1.11111111111111
опыт,0
опьянение,-0.333333333333333
опять-таки,-0.333333333333333
оранжевый,0.333333333333333
орган,0
организационный,0
организация,0
организм,0
организованный,0.333333333333333
организовываться,0
органичный,0.333333333333333
оргкомитет,0
орден,0
ордынский,0
оренбург,0
оренбургский,0
оренбуржье,0
орех,0
оригинал,0.111111111111111
оригинальность,0.666666666666667
оригинальный,0.666666666666667
ориентировать,0
орлеан,0
орловский,0
ортодоксальный,0
оружейный,0
оружие,-0.833333333333333
орхан,0
осаждать,-1
осваивать,0
освежать,0.5
освещаться,0.142857142857143
освободительный,1
освобождать,1
освобождаться,1.25
освобождение,0.666666666666667
освоение,0.25
оседлость,0
осел,-0.333333333333333
осень,0.333333333333333
осетия,-0.333333333333333
оскароносный,1
осколок,0
оскорбительный,-1.66666666666667
оскорбление,-1.66666666666667
оскорблять,-1.33333333333333
ослабевать,-0.888888888888889
ослаблять,0.2
ослепительный,0.75
осложнение,-1.4
осложнять,-1
осложняться,-0.666666666666667
осман,0
османский,0.333333333333333
осмеливаться,-0.166666666666667
осмотрительный,0.75
осмысленный,0.333333333333333
оснащать,0.333333333333333
основа,0
основание,0
основательно,-0.333333333333333
основательный,0.777777777777778
основополагающий,0
основывать,0.333333333333333
особенность,0
особенный,0.333333333333333
особый,0.777777777777778
осознавать,0.777777777777778
осознание,0
оспаривать,-0.666666666666667
останавливаться,0
останкинский,0
остановка,-0.666666666666667
остов,0
остоженка,0
осторожность,0.444444444444444
осторожный,0.333333333333333
осуждать,-0.666666666666667
осуждение,-1
осуществление,0
осуществлять,-0.111111111111111
осуществляться,0.333333333333333
отбиваться,-0.333333333333333
отбор,0
отборный,-1
отбрасывать,0
отбывание,-625
отбывать,-0.75
отбытие,-0.333333333333333
отвага,1.33333333333333
отважный,1.66666666666667
отваливаться,-0.5
отвергать,-0.666666666666667
отверженный,-1.33333333333333
ответственность,0.333333333333333
ответственный,0
отвлекать,0
отвлекаться,-0.333333333333333
отвратительный,-2
отвратный,-1.33333333333333
отвращение,-1.16666666666667
отдавать,0.25
отдаваться,0
отдача,0.111111111111111
отдельный,0
отделяться,0
отечественный,0
отечество,0
отзыв,0
отказ,-0.5
отказывать,-1.33333333333333
отказываться,-1
откачивать,0
откидной,0
откладывать,-0.333333333333333
откликаться,0
отклонение,-0.666666666666667
отклонять,-0.666666666666667
открепительный,0
откровенный,0
открывать,0.142857142857143
открытие,0
открытость,0.666666666666667
откусывать,-0.666666666666667
отличаться,0
отличие,0
отличительный,0
отличница,0.666666666666667
отличный,2
отмена,-0.333333333333333
отмечать,0
отмечаться,0
отморозок,-1.55555555555556
отмывание,-1
относительный,0.111111111111111
относиться,0
отношение,0
отнюдь,-0.333333333333333
отодвигать,-0.25
отомщать,-1
отпадать,-0.166666666666667
отпевать,0.2
отписываться,-0.25
отпор,0.555555555555556
отправка,-0.5
отправлять,-0.333333333333333
отправляться,0
отпрыск,-0.5
отпугивать,0.333333333333333
отпуск,-0.333333333333333
отрабатывать,0
отравление,-1.33333333333333
отравлять,-0.833333333333333
отражать,0.555555555555556
отражаться,0.166666666666667
отражение,0
отрасль,0
отреагировать,-0.333333333333333
отрезать,-0.666666666666667
отрекаться,-0.333333333333333
отречение,0
отрицание,-0.5
отрицательно,-1
отрицательный,-1
отрицать,-0.333333333333333
отрубать,-0.666666666666667
отрываться,0
отряд,0
отсек,0
отсидка,-2
отслеживание,-0.142857142857143
отслеживать,-0.333333333333333
отслуживать,0
отсрочка,0
отставать,-0.666666666666667
отстаивать,0.333333333333333
отстоять,0
отстранение,-0.666666666666667
отстранять,-1
отстреливаться,-0.2
отступать,0
отсутствие,-0.222222222222222
отсутствовать,-0.6
отсылать,0
отталкивать,-0.333333333333333
оттеснять,-0.25
отторжение,-0.75
отход,-0.25
отхожий,-1.33333333333333
отчаяние,-1.66666666666667
отчаянный,0.333333333333333
отчет,0
отчетливо,0.333333333333333
отчетность,0
отчизна,0
отчисление,0
отчислять,-0.333333333333333
отчитываться,-0.666666666666667
отъявленный,0
офигенный,1
офис,0
офисный,0
офицер,0.333333333333333
офицерский,0
официальный,0.666666666666667
оформление,0
оформлять,0
оформляться,0.2
оффшор,0
офшор,-0.333333333333333
офшорный,0
охват,0
охватывать,0
охлаждение,-0.333333333333333
охота,0
охотничий,0
охотно,0.333333333333333
охрана,0.555555555555556
оценивать,0
оцениваться,0
оценка,0.111111111111111
оценочный,0
оцепление,-0.333333333333333
оцеплять,0
очаг,0
очарование,1.55555555555556
очаровательный,1.8
очаровывать,1
очевидный,0
очередной,0
очередь,-0.222222222222222
очистка,0
очищать,0.25
очищение,1.2
очумелый,0
ошеломительный,1
ошеломлять,0.2
ошибаться,-1
ошибка,-1
ошибочный,-1
ощутимый,0.4
ощущать,0.25
ощущение,0.333333333333333
павловский,0
падать,-0.666666666666667
падение,-1.33333333333333
пакистан,-0.333333333333333
пакистанский,0
палатка,0
палестина,0
палестинец,0
палестинский,0
памятник,0
память,0
панамский,0
паника,-1.2
панихида,-1.66666666666667
панический,-1
папироса,0
папский,-0.444444444444444
парадигма,0
парадоксально,0.666666666666667
парадоксальный,0.333333333333333
паразитарный,-0.888888888888889
паразитический,-1.33333333333333
парализовать,-1
параноидальный,-1.22222222222222
паранормальный,0
париж,0.666666666666667
паритет,0
париться,-1
парламент,0
парламентский,0
пародийный,0
партизан,0
партизанский,-0.333333333333333
партия,0
пархоменко,0
паршивый,-1.33333333333333
паскудный,-1.66666666666667
пасмурный,-1
паспорт,0
пассажир,0.333333333333333
пассивный,-0.333333333333333
пасть,-0.666666666666667
патогенный,-1
патологический,-0.666666666666667
патология,-1
патриарх,0
патриотизм,0.333333333333333
патриотический,1
патрон,0
патрульный,0
пауза,0
паутина,-0.222222222222222
пафос,-0.666666666666667
пафосный,-1
пациент,0.111111111111111
пациентка,-0.111111111111111
пачкать,-1.33333333333333
пво,0
пгт,0
педагог,0
педагогика,0
педагогический,0
педаль,0
педантичный,0
педерастический,-1.33333333333333
педерастия,-1.8
педофил,-2
педофилия,-1.33333333333333
педро,0
пекин,0
пекинский,0
пензенский,0
пенитенциарный,0
пенсильвания,0
пенсионер,0
пенсионный,-0.333333333333333
пенсия,0
пентагон,0
пепел,0
пепельница,0
первичный,0
первобытный,-0.333333333333333
первозданный,1.33333333333333
первоклассный,1.55555555555556
первоклашка,0.333333333333333
первокурсник,0.333333333333333
первоначальный,0
первосортный,0.666666666666667
первостепенный,0
первоуральск,0
перебираться,0
переваривать,-0.333333333333333
перевешивать,0
переводить,0
переворот,0.333333333333333
переговоры,0.333333333333333
перегораживать,-1
передаваться,0
передвигаться,0
передвижение,0.333333333333333
переделывать,0.2
передергивать,-0.777777777777778
передозировка,-1.33333333333333
переживание,-0.111111111111111
перезагрузка,125
переигрывать,-0.166666666666667
переименование,0
перекидывать,0
перекликаться,0
переключение,0
перекрывать,-0.5
переливание,-0.111111111111111
перенасыщать,-1
переоценивать,-0.333333333333333
перепечатывать,0
переплачивать,-1
перепродажа,0
перерабатывать,0
переработка,0
перерезывать,-0.333333333333333
пересматривать,0
перестановка,0
перестраиваться,0
перестрелка,-0.5
пересчитывать,0
перефразировать,0
перехватчик,-0.333333333333333
переходить,0
перечеркивать,-0.666666666666667
перечислять,0
периметр,0
периферийный,0
перманентный,0
персидский,0
персона,0
персонаж,0.111111111111111
персональный,0.4
перспектива,0
пессимистический,-1.33333333333333
пессимистичный,-1
пестрый,0.333333333333333
петербург,0
петербургский,0
петиция,0.111111111111111
петроградский,0
пехота,0
пехотный,0
печалиться,-1
печальный,-1
печататься,0
печатный,0
пешеход,0
пешеходный,0
пещерный,0
пиар,-0.333333333333333
пидарас,-2
пизда,-1.55555555555556
пиздец,-2
пик,-0.333333333333333
пикалево,0
пикантный,0
пикет,0
пиковый,-0.333333333333333
пионер,0
пионерский,0
пирамида,0
пират,-0.5
пиратский,-1
писатель,0
писклявый,-1.33333333333333
пистолет,0
пистолетный,0
письменный,0
питание,0
питательный,1
питер,0
питерский,0
питьевой,0
плагиат,-0.666666666666667
плаксивый,-1.4
пламенный,-0.333333333333333
пламень,0.444444444444444
планетарный,0
планирование,0
планироваться,0.142857142857143
пластиковый,0
пластилиновый,0
пластичность,0
платежный,0
платонический,0
платформа,0
плачевный,-1
плебейский,-1.22222222222222
плевать,-1.66666666666667
плен,-1.33333333333333
пленарный,0
плодородный,1.2
плодотворный,1.33333333333333
плоский,0
плохо,-1.33333333333333
плохой,-1.33333333333333
площадка,0
площадь,0
плутоний,0
плюнуть,-0.666666666666667
пневмония,-1
по-американски,-0.444444444444444
по-английски,0
по-детски,0.666666666666667
по-другому,-0.333333333333333
по-европейски,-0.333333333333333
по-испански,0.111111111111111
по-китайски,-0.111111111111111
по-моему,0
по-настоящему,0
по-немецки,0
по-прежнему,-0.333333333333333
по-русски,-0.111111111111111
по-своему,0
по-французски,0
по-человечески,0.666666666666667
победа,0.75
победитель,0.333333333333333
победоносный,1375
побеждать,0.5
побережье,0
поблагодарить,0.333333333333333
побои,-1.5
побочный,-0.5
повальный,-1
поведение,-0.333333333333333
повертывать,0
поверхностный,-0.333333333333333
повеселиться,0.166666666666667
повестись,0.333333333333333
повинный,-1
повлечь,-0.333333333333333
повлиять,-0.4
повод,0
поворот,0
повреждать,-1.11111111111111
повреждение,-0.777777777777778
повстанец,-0.333333333333333
повторяться,0
повышаться,0.6
повышение,0
поганка,-1.33333333333333
погашение,0
погибать,-1.33333333333333
погибнуть,-2
поглощать,-0.166666666666667
поговорка,0.428571428571429
пограничный,-0.111111111111111
погребать,-1.66666666666667
погребение,-0.25
погрешность,0
погружение,0
погубить,-1.33333333333333
подавлять,-0.111111111111111
подбивать,-1
подбрасывать,-0.444444444444444
подведомственный,0
подвергать,-1
подвергаться,-0.666666666666667
подводить,-0.6
подготавливать,0
подготовительный,0
подготовка,0.333333333333333
подгруппа,0
подделка,-1.33333333333333
подделывать,-0.666666666666667
поддельный,-1.33333333333333
поддерживать,1
поддерживаться,0.555555555555556
поддержка,0.333333333333333
подействовать,0.333333333333333
поделить,-0.333333333333333
подельник,-1.11111111111111
подешеветь,-0.333333333333333
поджигать,-0.666666666666667
подзарабатывать,0.166666666666667
подключаться,0
подконтрольный,0
подкрепление,0.666666666666667
подкупать,-1.33333333333333
подлинность,0.333333333333333
подлинный,0.666666666666667
подмосковный,0
подмосковье,0
подневольный,-0.666666666666667
подозревать,-0.666666666666667
подозрение,-1
подозрительный,-1.2
подоплека,-0.333333333333333
подопытный,-0.666666666666667
подорожать,-0.666666666666667
подоходный,0
подпадать,-0.333333333333333
подписание,0
подписываться,0
подпись,0
подполковник,0
подрабатывать,0.666666666666667
подработка,-0.111111111111111
подразделение,0
подробность,0.111111111111111
подробный,0.333333333333333
подростковый,0
подружиться,1
подручный,-0.222222222222222
подрывать,-1
подрываться,-1
подрядчик,0
подсаживать,-0.833333333333333
подсаживаться,-0.8
подставной,-1.66666666666667
подсудный,-0.666666666666667
подталкивать,0
подтверждать,0.444444444444444
подтверждаться,0
подтверждение,-0.333333333333333
подхватывать,0
подчеркивать,0.222222222222222
подчеркиваться,0
подчинение,-0.444444444444444
подчинять,-0.777777777777778
подчиняться,-0.166666666666667
подъезд,-0.222222222222222
подъезжать,0
подытоживать,0
пожаловаться,-1
пожарный,0
пожелание,0.333333333333333
пожелать,0
пожертвование,0.666666666666667
пожертвовать,0.666666666666667
пожизненный,-1.66666666666667
позаботиться,0.166666666666667
позавидовать,-0.666666666666667
поздний,0
поздравление,1.33333333333333
поздравлять,0.8
позитивно,1
позитивный,1
позиционировать,0.2
позиция,0
познавательный,0.777777777777778
познавать,0.888888888888889
познание,0.555555555555556
познань,0
позор,-1.66666666666667
позорный,-1.66666666666667
поиграться,0
поиск,0
пойти,0
показ,0
показание,0
показательный,0.166666666666667
показываться,0
поклонение,0
покоиться,-0.333333333333333
покойный,-0.888888888888889
поколение,0
покончить,-0.5
покровитель,0.333333333333333
покупка,-0.666666666666667
покушение,-1.44444444444444
полагать,0
полагаться,0
полвека,-0.25
полгода,0
полемический,-0.222222222222222
полениться,-0.666666666666667
поликлиника,0
полис,0
политехнический,0
политический,0
политкорректность,0.666666666666667
политкорректный,0.444444444444444
политолог,0
политология,0.111111111111111
полицейский,0
полиция,0
полковник,0
полководец,0
полноводный,0
полномасштабный,0
полномочие,0
полномочный,0
полноправный,0.333333333333333
полноразмерный,0
полностью,0.25
полнофункциональный,0.666666666666667
полноценный,0.75
полный,0.222222222222222
полным-полно,0.333333333333333
положение,0
положительно,1.33333333333333
положительный,1
полонский,0
полсотни,0
полуграмотный,-0.8
полумертвый,-0.888888888888889
полуостров,0
получать,0
получаться,0
получение,0.4
польский,0
полюбоваться,1
помалкивать,-1
помещение,0
помилование,1
помиловать,0.666666666666667
поминальный,-0.8
помниться,0
помогать,0.333333333333333
помощь,0.555555555555556
помпезный,-1
понаехать,-1.11111111111111
понедельник,0
понимание,1
пономарев,0
понравиться,0.6
пообещать,0.444444444444444
поощрение,0
поощрительный,0.888888888888889
поощрять,0.222222222222222
попадание,-0.333333333333333
попахивать,-0.666666666666667
попечение,0
поплакать,-1
пополам,0
пополнение,-0.333333333333333
пополнять,0.666666666666667
пополняться,0
поправка,0
попрошайка,-0.75
попсовый,-0.333333333333333
популизм,-0.444444444444444
популярность,0.428571428571429
популярный,0.666666666666667
попытаться,0.75
попытка,-0.25
порадовать,0.777777777777778
порадоваться,0.333333333333333
поражать,-0.8
поражаться,0.166666666666667
поражение,-0.444444444444444
поразительно,0.666666666666667
поразительный,1.4
порвать,-0.666666666666667
порекомендовать,0.444444444444444
поржать,-1
порнографический,-0.4
порнография,-2
порождать,0
пороховой,0
порочный,-1.33333333333333
порошенко,0
портиться,-1.33333333333333
португальский,0
поручать,0
поручение,0
порча,-1
порядочный,0.666666666666667
посадить,-0.333333333333333
посадка,0
посвящать,0
посвящаться,0
посвящение,0.333333333333333
поселение,0
посетитель,0
посещаемость,0
послевоенный,0
последователь,0.555555555555556
последовательный,0.25
послезавтра,0
посмешище,-1.66666666666667
посмеяться,0
пособие,0
пособник,-1
посоветовать,0.555555555555556
посольство,0
поспорить,-0.333333333333333
посредник,-0.75
посредничество,0
посредственный,-0.666666666666667
посредство,0
поставлять,0.333333333333333
поставляться,0.333333333333333
поставщик,0
постановление,0
постараться,0.833333333333333
постель,0
постмодернистский,0
посторонний,-0.666666666666667
постоянный,-0.222222222222222
постперестроечный,-0.333333333333333
пострадать,-0.888888888888889
построить,0
поступать,0.333333333333333
поступление,-0.111111111111111
постыдный,-1.6
посчастливиться,0.8
посчитать,0
посылать,0
посягательство,-0.777777777777778
потанин,-0.333333333333333
потенциал,1
потенциальный,0
потерпеть,-0.444444444444444
потеря,-0.5
потерять,-0.666666666666667
потихоньку,0
потомок,0
потомство,0.555555555555556
потреблять,-0.666666666666667
потребоваться,0
потрясать,0.2
потусторонний,-0.222222222222222
поучаствовать,0.2
поучительный,1
похабный,-2
похвала,1
похвальный,0.666666666666667
похвастаться,-0.222222222222222
похититель,-1.33333333333333
похищать,-1.33333333333333
похищение,-1.33333333333333
похмелие,-0.666666666666667
поход,0
похожий,0
похоронить,-1.11111111111111
похотливый,-1.33333333333333
поцелуй,0.888888888888889
почесть,0.333333333333333
почет,0.666666666666667
почетный,1.66666666666667
почтенный,1
почувствовать,0
пошаговый,0
пошлина,0
пошлость,-1.33333333333333
пошлый,-0.666666666666667
пошлятина,-1.33333333333333
пошутить,0.333333333333333
появление,0
пояснительный,0
правда,0.333333333333333
правдивый,0.333333333333333
правдоподобный,0.555555555555556
праведный,1.33333333333333
правило,0
правильность,1.33333333333333
правильный,1
правительственный,0
правительство,0
правление,0
право,0
правоверный,0.666666666666667
правовой,0
правозащитник,0.333333333333333
правомочный,0
правонарушение,-1.33333333333333
правоохранительный,0.222222222222222
правопорядок,0.666666666666667
правопреемник,0
православие,0
православный,0
правосудие,-0.666666666666667
прагматический,-0.333333333333333
прагматичный,0
пражский,0
праздник,0.666666666666667
праздничный,1
празднование,1
прайм-тайм,0
прайс-лист,0
практик,0.222222222222222
практический,0.111111111111111
практичный,1.33333333333333
прапорщик,0
пребывание,0
пребывать,0
превентивный,0
превосходить,0.333333333333333
превосходство,0.8
превращаться,0.111111111111111
превышать,-0.142857142857143
превыше,0.555555555555556
превышение,-0.666666666666667
предавать,-0.666666666666667
преданность,1
предательство,-1.75
предварительный,-0.111111111111111
предвидеть,0.666666666666667
предвкушение,0.666666666666667
предвыборный,0
преддверие,0.222222222222222
предельный,0.111111111111111
предлагаться,0.166666666666667
предложение,0
предмет,0
предназначать,0
предназначение,0
преднамеренный,0
предоплата,0
предоставление,0
предоставлять,0.222222222222222
предоставляться,0
предотвращать,1
предотвращение,-0.2
предохранитель,0.222222222222222
предписание,0
предпочтительный,0.666666666666667
предприимчивый,0.333333333333333
предпринимательский,0
предпринимать,0
предприятие,0
председатель,0
председательствовать,0
предсказуемый,0.333333333333333
предсмертный,-0.666666666666667
представитель,0
представляться,0
предстоять,0
предумышленный,-1.11111111111111
предупредительный,-0.333333333333333
предупреждать,0.444444444444444
предупреждение,0.222222222222222
предусматривать,0
предъявление,0
предъявлять,0
преемник,0
прежний,0
презентабельный,0.666666666666667
президентский,0
презрение,-1.33333333333333
презренный,-1.66666666666667
преимущественный,0.8
преимущество,1
прекрасно,1.33333333333333
прекращать,0
прекращаться,-0.333333333333333
прекращение,-0.333333333333333
прелестный,1.66666666666667
прелесть,0.333333333333333
премудрый,0.888888888888889
премьер,0.222222222222222
премьер-министр,0
пренебрегать,-1
пренебрежительный,-1
преобладать,0
преобразование,0.166666666666667
преогромный,0.333333333333333
преодолевать,0.5
преодоление,1
препарат,-0.333333333333333
преподаватель,0
преподавательский,0.333333333333333
преподавать,0
препятствие,-0.4
препятствовать,-0.5
прерываться,0
пресекать,0.333333333333333
пресечение,-0.571428571428571
преследование,0
преследовать,-1
пресловутый,-0.5
пресс,0
пресс-конференция,0
пресс-секретарь,0
пресс-служба,0
престол,0
преступление,-1.25
преступный,-1.33333333333333
претендент,0
претенциозный,-0.666666666666667
преувеличение,-0.5
преувеличивать,-0.666666666666667
преуспевать,0.75
префектура,0
пречистенка,0
пречистый,0.666666666666667
прибалтийский,0
прибалтика,0
прибегать,-0.333333333333333
приближаться,0.2
прибывать,0
прибыль,0.333333333333333
прибыльный,1
приватизация,0
приватизировать,-0.666666666666667
приватный,0.333333333333333
приверженец,0
приветствоваться,0.666666666666667
привилегированный,1
привилегия,1
привлекательность,0.888888888888889
привлекательный,1.33333333333333
привлекать,0.666666666666667
привлечение,0.333333333333333
приглашать,0
приглашение,0.333333333333333
приглянуться,0.5
приговаривать,-0.5
приговор,-1.33333333333333
пригодный,0.666666666666667
приграничный,-0.25
придаваться,0.333333333333333
придворный,0
придерживаться,0
придираться,-1
приднестровье,0
приедаться,-0.857142857142857
прием,0
приемлемый,1
признаваться,0.2
признак,0
признание,0
признательный,1
призывать,0.666666666666667
приказ,0
приказывать,-0.5
прикидывать,0
прикладной,0
приключение,0
прикрывать,-0.333333333333333
прикрытие,-0.111111111111111
прикуривать,0
прилетать,-0.666666666666667
прилично,0.666666666666667
применение,-0.333333333333333
применяться,-0.111111111111111
примечательно,0
примечательный,0
примирение,1
примирительный,0.666666666666667
примитивность,-1
примитивный,-0.666666666666667
приморский,0
примыкать,-0.2
принадлежать,-0.111111111111111
приниматься,0.166666666666667
принудительный,-1
принуждать,-1
принуждение,-1
принцип,0
приобретаться,0.2
приоритет,0.666666666666667
приоритетный,0
приостанавливать,-0.333333333333333
приостановка,0
припадок,-1
припарковывать,0
приразломный,-0.333333333333333
природный,0.333333333333333
присваивать,-0.333333333333333
прискорбный,-1.33333333333333
прислушиваться,0.333333333333333
присоединение,0.25
присоединяться,-0.222222222222222
пристав,0
пристальный,-0.333333333333333
пристрастие,0.333333333333333
пристреливать,-1.25
приступать,0
присуждать,-0.333333333333333
присуждение,0
присутствие,0.111111111111111
присутствовать,0
притормаживать,-0.666666666666667
приторный,-1
притягательный,0.666666666666667
притягивать,0.25
приурочивать,0.666666666666667
приходиться,0
прихотливый,-0.8
прихоть,-1
прицеплять,-0.5
причастность,-0.222222222222222
причастный,0
причинение,-0.333333333333333
причинять,-0.333333333333333
причудливый,-0.333333333333333
пришлый,-0.75
приятно,1.33333333333333
приятный,1.33333333333333
проанализировать,0.111111111111111
пробивать,-0.333333333333333
проблема,-1.33333333333333
проблематика,0.2
проблематичный,-1
проблемный,-1
пробуждать,0.333333333333333
пробуждение,0
провайдер,0
проваливать,-0.833333333333333
провальный,-1
проведение,0
проверка,0
проверять,0
провинность,-1
провинциальный,0
провинция,0
проводиться,0
провозглашать,-0.666666666666667
провокационный,-1.55555555555556
провокация,-0.666666666666667
проволакивать,-0.666666666666667
провоцировать,-1
прогибаться,-1
прогностический,0.25
проговариваться,-0.333333333333333
проголосовать,0
программа,0
программист,0
прогресс,0.75
прогрессивный,1
продаваться,-0.2
продвигать,0.333333333333333
продвижение,0.333333333333333
проделывать,-0.333333333333333
продемонстрировать,0.2
продление,0
продовольственный,0
продовольствие,0
продолжать,-0.222222222222222
продолжаться,-0.333333333333333
продолжительность,0
продолжительный,0.333333333333333
продукт,0.333333333333333
продуктивный,1
продуктовый,0
продукция,0
проезжать,0
проживание,0
проживать,0
прожиточный,0
прожорливый,-1.33333333333333
прозаичный,0
прозападный,-0.333333333333333
прозвучать,0
прозрачность,-0.333333333333333
проигнорировать,-0.666666666666667
проигрывать,-0.8
производительность,0
